"","ccode","year","country","icrg_bq","icrg_ip","ifuel","isxp","log_milex_cap","log_rgdpch","milper","p_polity2","p_polity2_sq","rgdpch","rpc1","sip2","taxratio","totrev","xpolity","xpolity_sq","yhat","yhat_2"
"363",200,1991,"UK",4,6.07999992370605,7,0.0363999985158443,6.55032110214233,9.87744045257568,301,10,100,19465.837890625,1.36730003356934,0.954342483771,0.287800014019012,0.369500011205673,7,49,1.83003211021423,2.16996788978577
"364",200,1992,"UK",4,6.07999992370605,6,0.0367999985814095,6.59270477294922,9.87828826904297,293,10,100,19482.34765625,1.32037794589996,0.954342483771,0.274699985980988,0.359099984169006,7,49,1.83003211021423,2.16996788978577
"365",200,1993,"UK",4,5.67000007629395,7,0.0371999986469745,6.37097311019897,9.89985275268555,271,10,100,19906.9921875,1.25975501537323,0.954342483771,0.261500000953674,0.347799986600876,7,49,1.96828508377075,2.03171491622925
"366",200,1994,"UK",4,6,7,0.0375999987125396,6.4074912071228,9.93990516662598,257,10,100,20720.412109375,1.27443099021912,0.954342483771,0.288199990987778,0.352400004863739,7,49,1.85700821876526,2.14299178123474
"367",200,1995,"UK",4,6.42000007629395,6,0.0379999987781048,6.34565353393555,9.9640588760376,233,10,100,21226.92578125,1.28247499465942,0.954342483771,0.275700002908707,0.361600011587143,7,49,1.71538305282593,2.28461694717407
"368",200,1996,"UK",4,8.25,7,0.0379999987781048,6.39651584625244,9.98917484283447,221,10,100,21766.755859375,1.45754623413086,0.954342483771,0.277799993753433,0.355699986219406,7,49,1.09830212593079,2.90169787406921
"369",200,1997,"UK",4,9.57999992370605,6,0.0379999987781048,6.42002868652344,10.0193662643433,218,10,100,22433.875,1.46758377552032,0.954342483771,0.280299991369247,0.356299996376038,7,49,0.649822533130646,3.350177526474
"370",200,1998,"UK",4,9.67000007629395,4,0.0379999987781048,6.47621536254883,10.0510835647583,218,10,100,23156.74609375,1.53684115409851,0.954342483771,0.293000012636185,0.372299998998642,7,49,0.619474232196808,3.38052582740784
"371",200,1999,"UK",4,11,4,0.0379999987781048,6.42825555801392,10.0774126052856,218,10,100,23774.47265625,1.51510798931122,0.954342483771,0.289700001478195,0.364300012588501,7,49,0.170994609594345,3.82900547981262
"372",205,1984,"Ireland",3.5,8.32999992370605,1,0.17059999704361,4.38591194152832,9.28145790100098,13,10,100,10726.74609375,1.48209798336029,0.94731294734,0.318500012159348,0.421199977397919,7,49,0.571325898170471,2.92867398262024
"373",205,1985,"Ireland",3.5,8,1,0.166999995708466,4.42342472076416,9.2983980178833,14,10,100,10909.9873046875,1.40399098396301,0.94731294734,0.308099985122681,0.411700010299683,7,49,0.682602822780609,2.81739711761475
"374",205,1986,"Ireland",3.5,8,1,0.162199997901915,4.77078533172607,9.29697418212891,14,10,100,10894.4658203125,1.39999496936798,0.94731294734,0.304199993610382,0.398999989032745,7,49,0.682602822780609,2.81739711761475
"375",205,1987,"Ireland",3.5,8,1,0.157400000095366,4.8092679977417,9.32193756103516,14,10,100,11169.822265625,1.37736999988556,0.94731294734,0.304899990558624,0.399599999189377,7,49,0.682602822780609,2.81739711761475
"376",205,1988,"Ireland",3.5,8,1,0.152600002288818,4.6928973197937,9.36284637451172,13,10,100,11636.1923828125,1.41370499134064,0.94731294734,0.319900006055832,0.399599999189377,7,49,0.682602822780609,2.81739711761475
"377",205,1989,"Ireland",3.5,7.92000007629395,0,0.147800004482269,4.67191123962402,9.42389583587646,13,10,100,12368.6298828125,1.2533210515976,0.94731294734,0.287600010633469,0.360099971294403,7,49,0.709578990936279,2.79042100906372
